recipe_id,rank_06c,yield_score_06c,yield_score_06a,p_robust_valid_06c,p_robust_valid_06a,mean_cd_fixed_06c,mean_ler_locked_06c,fd_label,FD_yield_score_nominal,CD_final_fd,CD_locked_fd,LER_CD_locked_fd,area_frac_fd,P_line_margin_fd
D_2058,85,0.9490249999999997,0.8214666666666668,0.9801166666666663,0.9207333333333334,14.126882935738273,2.538107758688983,robust_valid,0.5828617522959032,13.582861752295903,12.502316966548383,2.5245236261321655,0.56578125,0.12940822061235413
D_2347,86,0.9488333333333323,0.7822821194799305,0.9783333333333324,0.9179000000000005,14.607279055655258,2.5342370872073956,robust_valid,1.0,15.330255069576756,12.501140231493595,2.5016079486860137,0.6386111111111111,0.18905139898426282
D_393,87,0.9481166666666676,0.833783333333333,0.9761666666666676,0.9275666666666663,14.020488631433107,2.5409510955248082,robust_valid,0.7757604570788601,13.77576045707886,12.651516981644635,2.549071967983739,0.5733854166666666,0.15737960280904895
D_127,88,0.9480333333333321,0.15405291936484022,0.9783166666666654,0.9029166666666671,14.71473850611843,2.5388217224240286,robust_valid,1.0,15.636350207414887,12.207568495101354,2.5179050184600666,0.6513715277777777,0.2145320346344073
D_4468,89,0.9473666666666667,-0.021878368610855015,0.9754833333333334,0.9445333333333342,15.2243097764813,2.5352644417449146,robust_valid,1.0,15.861476956165612,12.447730361519657,2.5041129605244805,0.6608333333333334,0.22418986497543114
D_4665,90,0.9453500000000005,0.7727083333333333,0.9720333333333337,0.9011833333333332,14.228438159588988,2.5446955896960457,robust_valid,1.0,14.642451218213205,12.433943731718788,2.528756928164254,0.6099305555555555,0.19440711718969284
D_848,91,0.9453416666666672,0.8301833333333323,0.9777500000000005,0.9163666666666657,14.025059035551568,2.5351840765874027,robust_valid,0.31783474721516214,13.317834747215162,12.370436947704064,2.504520660055528,0.5551736111111111,0.08875883459273282
D_1409,92,0.9451500000000017,0.837758333333333,0.9739166666666683,0.9206999999999997,15.322036971514116,2.536943135128692,robust_valid,1.0,15.233481145004495,12.417827220841964,2.5109024609570563,0.6346875,0.19126924580911497
D_4909,93,0.9450416666666667,0.706123904129067,0.9748,0.8738833333333331,14.754259036022615,2.5378163776388645,robust_valid,1.0,14.523369301922196,12.377838033654717,2.5177248498425215,0.6047048611111111,0.1663509775849823
D_1000,94,0.9438833333333323,-0.01645688223453534,0.9776166666666656,0.9319666666666668,15.803400288228154,2.540226608374021,robust_valid,0.6654947927539681,16.334505207246032,12.311586881767521,2.519532272794776,0.6801215277777778,0.22751695484263557
D_1007,95,0.9424500000000009,-0.12142055057574097,0.9721333333333342,0.8905500000000006,15.329856797555403,2.549151082778369,robust_valid,1.0,14.957362667866898,12.48321914187542,2.5322337312795646,0.6234201388888889,0.15084962846034322
